WKT_PCS
COORD_REF_SYS_CODE,COORD_REF_SYS_NAME,FALSE_EASTING,FALSE_NORTHING,PARAMETER_VALUE_1,PARAMETER_VALUE_2,PARAMETER_VALUE_3,PARAMETER_VALUE_4,UNIT
102713,NAD_1983_StatePlane_New_Mexico_Central_FIPS_3002_Feet,1640416.667,0,-106.25,0.9999, ,31,Foot_US
102714,NAD_1983_StatePlane_New_Mexico_West_FIPS_3003_Feet,2723091.667,0,-107.8333333,0.999916667, ,31,Foot_US
102715,NAD_1983_StatePlane_New_York_East_FIPS_3101_Feet,492125,0,-74.5,0.9999, ,38.83333333,Foot_US
102716,NAD_1983_StatePlane_New_York_Central_FIPS_3102_Feet,820208.3333,0,-76.58333333,0.9999375, ,40,Foot_US
102717,NAD_1983_StatePlane_New_York_West_FIPS_3103_Feet,1148291.667,0,-78.58333333,0.9999375, ,40,Foot_US
102718,NAD_1983_StatePlane_New_York_Long_Island_FIPS_3104_Feet,984250,0,-74,40.66666667,41.03333333,40.16666667,Foot_US
102719,NAD_1983_StatePlane_North_Carolina_FIPS_3200_Feet,2000000.003,0,-79,34.33333333,36.16666667,33.75,Foot_US
102720,NAD_1983_StatePlane_North_Dakota_North_FIPS_3301_Feet,1968500,0,-100.5,47.43333333,48.73333333,47,Foot_US
102721,NAD_1983_StatePlane_North_Dakota_South_FIPS_3302_Feet,1968500,0,-100.5,46.18333333,47.48333333,45.66666667,Foot_US
102722,NAD_1983_StatePlane_Ohio_North_FIPS_3401_Feet,1968500,0,-82.5,40.43333333,41.7,39.66666667,Foot_US
102723,NAD_1983_StatePlane_Ohio_South_FIPS_3402_Feet,1968500,0,-82.5,38.73333333,40.03333333,38,Foot_US
102724,NAD_1983_StatePlane_Oklahoma_North_FIPS_3501_Feet,1968500,0,-98,35.56666667,36.76666667,35,Foot_US
102725,NAD_1983_StatePlane_Oklahoma_South_FIPS_3502_Feet,1968500,0,-98,33.93333333,35.23333333,33.33333333,Foot_US
102726,NAD_1983_StatePlane_Oregon_North_FIPS_3601_Feet,8202083.333,0,-120.5,44.33333333,46,43.66666667,Foot_US
102727,NAD_1983_StatePlane_Oregon_South_FIPS_3602_Feet,4921250,0,-120.5,42.33333333,44,41.66666667,Foot_US
102728,NAD_1983_StatePlane_Pennsylvania_North_FIPS_3701_Feet,1968500,0,-77.75,40.88333333,41.95,40.16666667,Foot_US
102729,NAD_1983_StatePlane_Pennsylvania_South_FIPS_3702_Feet,1968500,0,-77.75,39.93333333,40.96666667,39.33333333,Foot_US
102730,NAD_1983_StatePlane_Rhode_Island_FIPS_3800_Feet,328083.3333,0,-71.5,0.99999375, ,41.08333333,Foot_US
102733,NAD_1983_StatePlane_South_Carolina_FIPS_3900_Feet,1999996,0,-81,32.5,34.83333333,31.83333333,Foot_US
102734,NAD_1983_StatePlane_South_Dakota_North_FIPS_4001_Feet,1968500,0,-100,44.41666667,45.68333333,43.83333333,Foot_US
102735,NAD_1983_StatePlane_South_Dakota_South_FIPS_4002_Feet,1968500,0,-100.3333333,42.83333333,44.4,42.33333333,Foot_US
102736,NAD_1983_StatePlane_Tennessee_FIPS_4100_Feet,1968500,0,-86,35.25,36.41666667,34.33333333,Foot_US
102737,NAD_1983_StatePlane_Texas_North_FIPS_4201_Feet,656166.6667,3280833.333,-101.5,34.65,36.18333333,34,Foot_US
102738,NAD_1983_StatePlane_Texas_North_Central_FIPS_4202_Feet,1968500,6561666.667,-98.5,32.13333333,33.96666667,31.66666667,Foot_US
102739,NAD_1983_StatePlane_Texas_Central_FIPS_4203_Feet,2296583.333,9842500,-100.3333333,30.11666667,31.88333333,29.66666667,Foot_US
102740,NAD_1983_StatePlane_Texas_South_Central_FIPS_4204_Feet,1968500,13123333.33,-99,28.38333333,30.28333333,27.83333333,Foot_US
102741,NAD_1983_StatePlane_Texas_South_FIPS_4205_Feet,984250,16404166.67,-98.5,26.16666667,27.83333333,25.66666667,Foot_US
102742,NAD_1983_StatePlane_Utah_North_FIPS_4301_Feet,1640416.667,3280833.333,-111.5,40.71666667,41.78333333,40.33333333,Foot_US
102743,NAD_1983_StatePlane_Utah_Central_FIPS_4302_Feet,1640416.667,6561666.667,-111.5,39.01666667,40.65,38.33333333,Foot_US
102744,NAD_1983_StatePlane_Utah_South_FIPS_4303_Feet,1640416.667,9842500,-111.5,37.21666667,38.35,36.66666667,Foot_US
102745,NAD_1983_StatePlane_Vermont_FIPS_4400_Feet,1640416.667,0,-72.5,0.999964286, ,42.5,Foot_US
102746,NAD_1983_StatePlane_Virginia_North_FIPS_4501_Feet,11482916.67,6561666.667,-78.5,38.03333333,39.2,37.66666667,Foot_US
102747,NAD_1983_StatePlane_Virginia_South_FIPS_4502_Feet,11482916.67,3280833.333,-78.5,36.76666667,37.96666667,36.33333333,Foot_US
102748,NAD_1983_StatePlane_Washington_North_FIPS_4601_Feet,1640416.667,0,-120.8333333,47.5,48.73333333,47,Foot_US
102749,NAD_1983_StatePlane_Washington_South_FIPS_4602_Feet,1640416.667,0,-120.5,45.83333333,47.33333333,45.33333333,Foot_US
102750,NAD_1983_StatePlane_West_Virginia_North_FIPS_4701_Feet,1968500,0,-79.5,39,40.25,38.5,Foot_US
102751,NAD_1983_StatePlane_West_Virginia_South_FIPS_4702_Feet,1968500,0,-81,37.48333333,38.88333333,37,Foot_US
102752,NAD_1983_StatePlane_Wisconsin_North_FIPS_4801_Feet,1968500,0,-90,45.56666667,46.76666667,45.16666667,Foot_US
102753,NAD_1983_StatePlane_Wisconsin_Central_FIPS_4802_Feet,1968500,0,-90,44.25,45.5,43.83333333,Foot_US
102754,NAD_1983_StatePlane_Wisconsin_South_FIPS_4803_Feet,1968500,0,-90,42.73333333,44.06666667,42,Foot_US
102755,NAD_1983_StatePlane_Wyoming_East_FIPS_4901_Feet,656166.6667,0,-105.1666667,0.9999375, ,40.5,Foot_US
102756,NAD_1983_StatePlane_Wyoming_East_Central_FIPS_4902_Feet,1312333.333,328083.3333,-107.3333333,0.9999375, ,40.5,Foot_US
102757,NAD_1983_StatePlane_Wyoming_West_Central_FIPS_4903_Feet,1968500,0,-108.75,0.9999375, ,40.5,Foot_US
102758,NAD_1983_StatePlane_Wyoming_West_FIPS_4904_Feet,2624666.667,328083.3333,-110.0833333,0.9999375, ,40.5,Foot_US
102761,NAD_1983_StatePlane_Puerto_Rico_Virgin_Islands_FIPS_5200_Feet,656166.6667,656166.6667,-66.43333333,18.03333333,18.43333333,17.83333333,Foot_US
102763,NAD_1983_StatePlane_Kentucky_FIPS_1600_Feet,4921250,3280833.333,-85.75,37.08333333,38.66666667,36.33333333,Foot_US
102766,NAD_1983_StatePlane_Guam_FIPS_5400_Feet,164041.6667,164041.6667,144.7487507,,,13.47246635,Foot_US
103528,ETRF_1989_UTM_Zone_28N,500000,0,-15,0.9996, ,0,Meter
103529,ETRF_1989_UTM_Zone_29N,500000,0,-9,0.9996, ,0,Meter
103530,ETRF_1989_UTM_Zone_30N,500000,0,-3,0.9996, ,0,Meter
103531,ETRF_1989_UTM_Zone_31N,500000,0,3,0.9996, ,0,Meter
103532,ETRF_1989_UTM_Zone_32N,500000,0,9,0.9996, ,0,Meter
103533,ETRF_1989_UTM_Zone_33N,500000,0,15,0.9996, ,0,Meter
103534,ETRF_1989_UTM_Zone_34N,500000,0,21,0.9996, ,0,Meter
103535,ETRF_1989_UTM_Zone_35N,500000,0,27,0.9996, ,0,Meter
103536,ETRF_1989_UTM_Zone_36N,500000,0,33,0.9996, ,0,Meter
103537,ETRF_1989_UTM_Zone_37N,500000,0,39,0.9996, ,0,Meter
103538,ETRF_1989_UTM_Zone_38N,500000,0,45,0.9996, ,0,Meter
103584,ETRF_1989_TM_Baltic_1993,500000,0,24,0.9996, ,0,Meter
103600,NAD_1983_HARN_Adj_MN_Aitkin_Meters,152409.3197,30481.86394,-93.41666667,1.000059153, ,46.15416667,Meter
103601,NAD_1983_HARN_Adj_MN_Clay_Meters,152407.2113,30481.44225,-96.7,1.000045318, ,46.63,Meter
103602,NAD_1983_HARN_Adj_MN_Clearwater_Meters,152411.3547,30482.27094,-95.36666667,1.000072506, ,47.15166667,Meter
103603,NAD_1983_HARN_Adj_MN_Hubbard_Meters,152411.2096,30482.24192,-94.91666667,1.000071554, ,46.80361111,Meter
103604,NAD_1983_HARN_Adj_MN_Lake_Meters,152411.8635,30482.37271,-91.4,1.000075845, ,47.06666667,Meter
103605,NAD_1983_HARN_Adj_MN_Mille_Lacs_Meters,152408.5567,30481.71134,-93.61666667,1.000054146, ,45.55888889,Meter
103606,NAD_1983_HARN_Adj_MN_Washington_Meters,152406.3759,30481.27519,-92.83333333,1.000039837, ,44.74583333,Meter
103607,NAD_1983_HARN_Adj_MN_Wilkin_Meters,152407.7573,30481.55147,-96.51666667,1.000048901, ,46.02166667,Meter
103608,NAD_1983_HARN_Adj_MN_Anoka_Meters,152400.3048,30480.06096,-93.26666667,45.06666667,45.36666667,45.03527778,Meter
103609,NAD_1983_HARN_Adj_MN_Becker_Meters,152400.3048,30480.06096,-95.68333333,46.78333333,47.08333333,46.71777778,Meter
103610,NAD_1983_HARN_Adj_MN_Beltrami_North_Meters,152400.3048,30480.06096,-95.01666667,48.11666667,48.46666667,48.02,Meter
103611,NAD_1983_HARN_Adj_MN_Beltrami_South_Meters,152400.3048,30480.06096,-94.85,47.5,47.91666667,47.4125,Meter
103612,NAD_1983_HARN_Adj_MN_Benton_Meters,152400.3048,30480.06096,-94.05,45.58333333,45.78333333,45.55916667,Meter
103613,NAD_1983_HARN_Adj_MN_Big_Stone_Meters,152400.3048,30480.06096,-96.05,45.21666667,45.53333333,45.15222222,Meter
103614,NAD_1983_HARN_Adj_MN_Blue_Earth_Meters,152400.3048,30480.06096,-94.26666667,43.93333333,44.36666667,43.84805556,Meter
103615,NAD_1983_HARN_Adj_MN_Brown_Meters,152400.3048,30480.06096,-94.73333333,44.16666667,44.46666667,44.10805556,Meter
103616,NAD_1983_HARN_Adj_MN_Carlton_Meters,152400.3048,30480.06096,-92.68333333,46.46666667,46.73333333,46.41722222,Meter
103617,NAD_1983_HARN_Adj_MN_Carver_Meters,152400.3048,30480.06096,-93.76666667,44.68333333,44.9,44.63972222,Meter
103618,NAD_1983_HARN_Adj_MN_Cass_North_Meters,152400.3048,30480.06096,-94.21666667,46.91666667,47.31666667,46.80361111,Meter
103619,NAD_1983_HARN_Adj_MN_Cass_South_Meters,152400.3048,30480.06096,-94.46666667,46.26666667,46.73333333,46.15638889,Meter
103620,NAD_1983_HARN_Adj_MN_Chippewa_Meters,152400.3048,30480.06096,-95.85,44.83333333,45.2,44.75277778,Meter
103621,NAD_1983_HARN_Adj_MN_Chisago_Meters,152400.3048,30480.06096,-93.08333333,45.33333333,45.66666667,45.29638889,Meter
103622,NAD_1983_HARN_Adj_MN_Cook_North_Meters,152400.3048,30480.06096,-90.25,47.93333333,48.16666667,47.88333333,Meter
103623,NAD_1983_HARN_Adj_MN_Cook_South_Meters,152400.3048,30480.06096,-90.25,47.55,47.81666667,47.43888889,Meter
103624,NAD_1983_HARN_Adj_MN_Cottonwood_Meters,152400.3048,30480.06096,-94.91666667,43.9,44.16666667,43.84805556,Meter
103625,NAD_1983_HARN_Adj_MN_Crow_Wing_Meters,152400.3048,30480.06096,-94.46666667,46.26666667,46.73333333,46.15638889,Meter
103626,NAD_1983_HARN_Adj_MN_Dakota_Meters,152400.3048,30480.06096,-93.31666667,44.51666667,44.91666667,44.47194444,Meter
103627,NAD_1983_HARN_Adj_MN_Dodge_Meters,152400.3048,30480.06096,-92.91666667,43.88333333,44.13333333,43.83388889,Meter
103628,NAD_1983_HARN_Adj_MN_Douglas_Meters,152400.3048,30480.06096,-96.05,45.8,46.05,45.75888889,Meter
103629,NAD_1983_HARN_Adj_MN_Faribault_Meters,152400.3048,30480.06096,-93.95,43.56666667,43.8,43.5,Meter
103630,NAD_1983_HARN_Adj_MN_Fillmore_Meters,152400.3048,30480.06096,-92.08333333,43.55,43.8,43.5,Meter
103631,NAD_1983_HARN_Adj_MN_Freeborn_Meters,152400.3048,30480.06096,-93.95,43.56666667,43.8,43.5,Meter
103632,NAD_1983_HARN_Adj_MN_Goodhue_Meters,152400.3048,30480.06096,-93.13333333,44.3,44.66666667,44.19472222,Meter
103633,NAD_1983_HARN_Adj_MN_Grant_Meters,152400.3048,30480.06096,-96.05,45.8,46.05,45.75888889,Meter
103634,NAD_1983_HARN_Adj_MN_Hennepin_Meters,152400.3048,30480.06096,-93.38333333,44.88333333,45.13333333,44.79111111,Meter
103635,NAD_1983_HARN_Adj_MN_Houston_Meters,152400.3048,30480.06096,-91.46666667,43.56666667,43.8,43.5,Meter
103636,NAD_1983_HARN_Adj_MN_Isanti_Meters,152400.3048,30480.06096,-93.08333333,45.33333333,45.66666667,45.29638889,Meter
103637,NAD_1983_HARN_Adj_MN_Itasca_North_Meters,152400.3048,30480.06096,-93.73333333,47.56666667,47.81666667,47.5,Meter
103638,NAD_1983_HARN_Adj_MN_Itasca_South_Meters,152400.3048,30480.06096,-93.73333333,47.08333333,47.41666667,47.02638889,Meter
103639,NAD_1983_HARN_Adj_MN_Jackson_Meters,152400.3048,30480.06096,-93.95,43.56666667,43.8,43.5,Meter
103640,NAD_1983_HARN_Adj_MN_Kanabec_Meters,152400.3048,30480.06096,-92.9,45.81666667,46.33333333,45.73,Meter
103641,NAD_1983_HARN_Adj_MN_Kandiyohi_Meters,152400.3048,30480.06096,-94.75,44.96666667,45.33333333,44.89138889,Meter
103642,NAD_1983_HARN_Adj_MN_Kittson_Meters,152400.3048,30480.06096,-96.15,48.6,48.93333333,48.54388889,Meter
103643,NAD_1983_HARN_Adj_MN_Koochiching_Meters,152400.3048,30480.06096,-93.75,48,48.61666667,47.84583333,Meter
103644,NAD_1983_HARN_Adj_MN_Lac_Qui_Parle_Meters,152400.3048,30480.06096,-95.85,44.83333333,45.2,44.75277778,Meter
103647,NAD_1983_HARN_Adj_MN_Le_Sueur_Meters,152400.3048,30480.06096,-93.13333333,44.3,44.66666667,44.19472222,Meter
103648,NAD_1983_HARN_Adj_MN_Lincoln_Meters,152400.3048,30480.06096,-96.26666667,44.28333333,44.61666667,44.19666667,Meter
103649,NAD_1983_HARN_Adj_MN_Lyon_Meters,152400.3048,30480.06096,-95.85,44.25,44.58333333,44.19555556,Meter
103650,NAD_1983_HARN_Adj_MN_McLeod_Meters,152400.3048,30480.06096,-94.63333333,44.53333333,44.91666667,44.45611111,Meter
103651,NAD_1983_HARN_Adj_MN_Mahnomen_Meters,152400.3048,30480.06096,-95.81666667,47.2,47.45,47.15166667,Meter
103652,NAD_1983_HARN_Adj_MN_Marshall_Meters,152400.3048,30480.06096,-96.38333333,48.23333333,48.48333333,48.17305556,Meter
103653,NAD_1983_HARN_Adj_MN_Martin_Meters,152400.3048,30480.06096,-93.95,43.56666667,43.8,43.5,Meter
103654,NAD_1983_HARN_Adj_MN_Meeker_Meters,152400.3048,30480.06096,-94.75,44.96666667,45.33333333,44.89138889,Meter
103655,NAD_1983_HARN_Adj_MN_Morrison_Meters,152400.3048,30480.06096,-94.2,45.85,46.26666667,45.77388889,Meter
103656,NAD_1983_HARN_Adj_MN_Mower_Meters,152400.3048,30480.06096,-93.95,43.56666667,43.8,43.5,Meter
103657,NAD_1983_HARN_Adj_MN_Murray_Meters,152400.3048,30480.06096,-95.76666667,43.91666667,44.16666667,43.84805556,Meter
103658,NAD_1983_HARN_Adj_MN_Nicollet_Meters,152400.3048,30480.06096,-94.26666667,43.93333333,44.36666667,43.84805556,Meter
103659,NAD_1983_HARN_Adj_MN_Nobles_Meters,152400.3048,30480.06096,-95.95,43.56666667,43.8,43.5,Meter
103660,NAD_1983_HARN_Adj_MN_Norman_Meters,152400.3048,30480.06096,-96.45,47.2,47.45,47.15055556,Meter
103661,NAD_1983_HARN_Adj_MN_Olmsted_Meters,152400.3048,30480.06096,-92.91666667,43.88333333,44.13333333,43.83388889,Meter
103662,NAD_1983_HARN_Adj_MN_Ottertail_Meters,152400.3048,30480.06096,-95.71666667,46.18333333,46.65,46.10638889,Meter
103663,NAD_1983_HARN_Adj_MN_Pennington_Meters,152400.3048,30480.06096,-96.36666667,47.6,48.08333333,47.49888889,Meter
103664,NAD_1983_HARN_Adj_MN_Pine_Meters,152400.3048,30480.06096,-92.9,45.81666667,46.33333333,45.73,Meter
103665,NAD_1983_HARN_Adj_MN_Pipestone_Meters,152400.3048,30480.06096,-96.25,43.88333333,44.15,43.84916667,Meter
103666,NAD_1983_HARN_Adj_MN_Polk_Meters,152400.3048,30480.06096,-96.36666667,47.6,48.08333333,47.49888889,Meter
103667,NAD_1983_HARN_Adj_MN_Pope_Meters,152400.3048,30480.06096,-95.15,45.35,45.7,45.28277778,Meter
103668,NAD_1983_HARN_Adj_MN_Ramsey_Meters,152400.3048,30480.06096,-93.38333333,44.88333333,45.13333333,44.79111111,Meter
103669,NAD_1983_HARN_Adj_MN_Red_Lake_Meters,152400.3048,30480.06096,-96.36666667,47.6,48.08333333,47.49888889,Meter
103670,NAD_1983_HARN_Adj_MN_Redwood_Meters,152400.3048,30480.06096,-95.23333333,44.26666667,44.56666667,44.19472222,Meter
103671,NAD_1983_HARN_Adj_MN_Renville_Meters,152400.3048,30480.06096,-94.63333333,44.53333333,44.91666667,44.45611111,Meter
103672,NAD_1983_HARN_Adj_MN_Rice_Meters,152400.3048,30480.06096,-93.13333333,44.3,44.66666667,44.19472222,Meter
103673,NAD_1983_HARN_Adj_MN_Rock_Meters,152400.3048,30480.06096,-95.95,43.56666667,43.8,43.5,Meter
103674,NAD_1983_HARN_Adj_MN_Roseau_Meters,152400.3048,30480.06096,-96.15,48.6,48.93333333,48.54388889,Meter
103675,NAD_1983_HARN_Adj_MN_St_Louis_North_Meters,152400.3048,30480.06096,-92.45,47.98333333,48.53333333,47.83333333,Meter
103676,NAD_1983_HARN_Adj_MN_St_Louis_Central_Meters,152400.3048,30480.06096,-92.45,47.33333333,47.75,47.25,Meter
103677,NAD_1983_HARN_Adj_MN_St_Louis_South_Meters,152400.3048,30480.06096,-92.45,46.78333333,47.13333333,46.65,Meter
103678,NAD_1983_HARN_Adj_MN_Scott_Meters,152400.3048,30480.06096,-93.31666667,44.51666667,44.91666667,44.47194444,Meter
103679,NAD_1983_HARN_Adj_MN_Sherburne_Meters,152400.3048,30480.06096,-93.88333333,45.03333333,45.46666667,44.9775,Meter
103680,NAD_1983_HARN_Adj_MN_Sibley_Meters,152400.3048,30480.06096,-94.63333333,44.53333333,44.91666667,44.45611111,Meter
103681,NAD_1983_HARN_Adj_MN_Stearns_Meters,152400.3048,30480.06096,-95.15,45.35,45.7,45.28277778,Meter
103682,NAD_1983_HARN_Adj_MN_Steele_Meters,152400.3048,30480.06096,-92.91666667,43.88333333,44.13333333,43.83388889,Meter
103683,NAD_1983_HARN_Adj_MN_Stevens_Meters,152400.3048,30480.06096,-95.15,45.35,45.7,45.28277778,Meter
103684,NAD_1983_HARN_Adj_MN_Swift_Meters,152400.3048,30480.06096,-96.05,45.21666667,45.53333333,45.15222222,Meter
103685,NAD_1983_HARN_Adj_MN_Todd_Meters,152400.3048,30480.06096,-94.9,45.86666667,46.28333333,45.77333333,Meter
103686,NAD_1983_HARN_Adj_MN_Traverse_Meters,152400.3048,30480.06096,-96.55,45.63333333,45.96666667,45.58555556,Meter
103687,NAD_1983_HARN_Adj_MN_Wabasha_Meters,152400.3048,30480.06096,-92.26666667,44.15,44.41666667,44.10694444,Meter
103688,NAD_1983_HARN_Adj_MN_Wadena_Meters,152400.3048,30480.06096,-94.46666667,46.26666667,46.73333333,46.15638889,Meter
103689,NAD_1983_HARN_Adj_MN_Waseca_Meters,152400.3048,30480.06096,-92.91666667,43.88333333,44.13333333,43.83388889,Meter
103690,NAD_1983_HARN_Adj_MN_Watonwan_Meters,152400.3048,30480.06096,-94.91666667,43.9,44.16666667,43.84805556,Meter
103691,NAD_1983_HARN_Adj_MN_Winona_Meters,152400.3048,30480.06096,-91.61666667,43.9,44.13333333,43.84722222,Meter
103692,NAD_1983_HARN_Adj_MN_Wright_Meters,152400.3048,30480.06096,-93.88333333,45.03333333,45.46666667,44.9775,Meter
103693,NAD_1983_HARN_Adj_MN_Yellow_Medicine_Meters,152400.3048,30480.06096,-95.9,44.66666667,44.95,44.54166667,Meter
103700,NAD_1983_HARN_Adj_MN_Aitkin_Feet,500029.5763,100005.9153,-93.41666667,1.000059153, ,46.15416667,Foot_US
103701,NAD_1983_HARN_Adj_MN_Clay_Feet,500022.6589,100004.5318,-96.7,1.000045318, ,46.63,Foot_US
103702,NAD_1983_HARN_Adj_MN_Clearwater_Feet,500036.2528,100007.2506,-95.36666667,1.000072506, ,47.15166667,Foot_US
103703,NAD_1983_HARN_Adj_MN_Hubbard_Feet,500035.7768,100007.1554,-94.91666667,1.000071554, ,46.80361111,Foot_US
103704,NAD_1983_HARN_Adj_MN_Lake_Feet,500037.9223,100007.5845,-91.4,1.000075845, ,47.06666667,Foot_US
103705,NAD_1983_HARN_Adj_MN_Mille_Lacs_Feet,500027.0731,100005.4146,-93.61666667,1.000054146, ,45.55888889,Foot_US
103706,NAD_1983_HARN_Adj_MN_Washington_Feet,500019.9184,100003.9837,-92.83333333,1.000039837, ,44.74583333,Foot_US
103707,NAD_1983_HARN_Adj_MN_Wilkin_Feet,500024.4505,100004.8901,-96.51666667,1.000048901, ,46.02166667,Foot_US
103708,NAD_1983_HARN_Adj_MN_Anoka_Feet,500000,100000,-93.26666667,45.06666667,45.36666667,45.03527778,Foot_US
103709,NAD_1983_HARN_Adj_MN_Becker_Feet,500000,100000,-95.68333333,46.78333333,47.08333333,46.71777778,Foot_US
103710,NAD_1983_HARN_Adj_MN_Beltrami_North_Feet,500000,100000,-95.01666667,48.11666667,48.46666667,48.02,Foot_US
103711,NAD_1983_HARN_Adj_MN_Beltrami_South_Feet,500000,100000,-94.85,47.5,47.91666667,47.4125,Foot_US
103712,NAD_1983_HARN_Adj_MN_Benton_Feet,500000,100000,-94.05,45.58333333,45.78333333,45.55916667,Foot_US
103713,NAD_1983_HARN_Adj_MN_Big_Stone_Feet,500000,100000,-96.05,45.21666667,45.53333333,45.15222222,Foot_US
103714,NAD_1983_HARN_Adj_MN_Blue_Earth_Feet,500000,100000,-94.26666667,43.93333333,44.36666667,43.84805556,Foot_US
103715,NAD_1983_HARN_Adj_MN_Brown_Feet,500000,100000,-94.73333333,44.16666667,44.46666667,44.10805556,Foot_US
103716,NAD_1983_HARN_Adj_MN_Carlton_Feet,500000,100000,-92.68333333,46.46666667,46.73333333,46.41722222,Foot_US
103717,NAD_1983_HARN_Adj_MN_Carver_Feet,500000,100000,-93.76666667,44.68333333,44.9,44.63972222,Foot_US
103718,NAD_1983_HARN_Adj_MN_Cass_North_Feet,500000,100000,-94.21666667,46.91666667,47.31666667,46.80361111,Foot_US
103719,NAD_1983_HARN_Adj_MN_Cass_South_Feet,500000,100000,-94.46666667,46.26666667,46.73333333,46.15638889,Foot_US
103720,NAD_1983_HARN_Adj_MN_Chippewa_Feet,500000,100000,-95.85,44.83333333,45.2,44.75277778,Foot_US
103721,NAD_1983_HARN_Adj_MN_Chisago_Feet,500000,100000,-93.08333333,45.33333333,45.66666667,45.29638889,Foot_US
103722,NAD_1983_HARN_Adj_MN_Cook_North_Feet,500000,100000,-90.25,47.93333333,48.16666667,47.88333333,Foot_US
103723,NAD_1983_HARN_Adj_MN_Cook_South_Feet,500000,100000,-90.25,47.55,47.81666667,47.43888889,Foot_US
103724,NAD_1983_HARN_Adj_MN_Cottonwood_Feet,500000,100000,-94.91666667,43.9,44.16666667,43.84805556,Foot_US
103725,NAD_1983_HARN_Adj_MN_Crow_Wing_Feet,500000,100000,-94.46666667,46.26666667,46.73333333,46.15638889,Foot_US
103726,NAD_1983_HARN_Adj_MN_Dakota_Feet,500000,100000,-93.31666667,44.51666667,44.91666667,44.47194444,Foot_US
103727,NAD_1983_HARN_Adj_MN_Dodge_Feet,500000,100000,-92.91666667,43.88333333,44.13333333,43.83388889,Foot_US
103728,NAD_1983_HARN_Adj_MN_Douglas_Feet,500000,100000,-96.05,45.8,46.05,45.75888889,Foot_US
103729,NAD_1983_HARN_Adj_MN_Faribault_Feet,500000,100000,-93.95,43.56666667,43.8,43.5,Foot_US
103730,NAD_1983_HARN_Adj_MN_Fillmore_Feet,500000,100000,-92.08333333,43.55,43.8,43.5,Foot_US
103731,NAD_1983_HARN_Adj_MN_Freeborn_Feet,500000,100000,-93.95,43.56666667,43.8,43.5,Foot_US
103732,NAD_1983_HARN_Adj_MN_Goodhue_Feet,500000,100000,-93.13333333,44.3,44.66666667,44.19472222,Foot_US
103733,NAD_1983_HARN_Adj_MN_Grant_Feet,500000,100000,-96.05,45.8,46.05,45.75888889,Foot_US
103734,NAD_1983_HARN_Adj_MN_Hennepin_Feet,500000,100000,-93.38333333,44.88333333,45.13333333,44.79111111,Foot_US
103735,NAD_1983_HARN_Adj_MN_Houston_Feet,500000,100000,-91.46666667,43.56666667,43.8,43.5,Foot_US
103736,NAD_1983_HARN_Adj_MN_Isanti_Feet,500000,100000,-93.08333333,45.33333333,45.66666667,45.29638889,Foot_US
103737,NAD_1983_HARN_Adj_MN_Itasca_North_Feet,500000,100000,-93.73333333,47.56666667,47.81666667,47.5,Foot_US
103738,NAD_1983_HARN_Adj_MN_Itasca_South_Feet,500000,100000,-93.73333333,47.08333333,47.41666667,47.02638889,Foot_US
103739,NAD_1983_HARN_Adj_MN_Jackson_Feet,500000,100000,-93.95,43.56666667,43.8,43.5,Foot_US
103740,NAD_1983_HARN_Adj_MN_Kanabec_Feet,500000,100000,-92.9,45.81666667,46.33333333,45.73,Foot_US
103741,NAD_1983_HARN_Adj_MN_Kandiyohi_Feet,500000,100000,-94.75,44.96666667,45.33333333,44.89138889,Foot_US
103742,NAD_1983_HARN_Adj_MN_Kittson_Feet,500000,100000,-96.15,48.6,48.93333333,48.54388889,Foot_US
103743,NAD_1983_HARN_Adj_MN_Koochiching_Feet,500000,100000,-93.75,48,48.61666667,47.84583333,Foot_US
103744,NAD_1983_HARN_Adj_MN_Lac_Qui_Parle_Feet,500000,100000,-95.85,44.83333333,45.2,44.75277778,Foot_US
103747,NAD_1983_HARN_Adj_MN_Le_Sueur_Feet,500000,100000,-93.13333333,44.3,44.66666667,44.19472222,Foot_US
103748,NAD_1983_HARN_Adj_MN_Lincoln_Feet,500000,100000,-96.26666667,44.28333333,44.61666667,44.19666667,Foot_US
103749,NAD_1983_HARN_Adj_MN_Lyon_Feet,500000,100000,-95.85,44.25,44.58333333,44.19555556,Foot_US
103750,NAD_1983_HARN_Adj_MN_McLeod_Feet,500000,100000,-94.63333333,44.53333333,44.91666667,44.45611111,Foot_US
103751,NAD_1983_HARN_Adj_MN_Mahnomen_Feet,500000,100000,-95.81666667,47.2,47.45,47.15166667,Foot_US
103752,NAD_1983_HARN_Adj_MN_Marshall_Feet,500000,100000,-96.38333333,48.23333333,48.48333333,48.17305556,Foot_US
103753,NAD_1983_HARN_Adj_MN_Martin_Feet,500000,100000,-93.95,43.56666667,43.8,43.5,Foot_US
103754,NAD_1983_HARN_Adj_MN_Meeker_Feet,500000,100000,-94.75,44.96666667,45.33333333,44.89138889,Foot_US
103755,NAD_1983_HARN_Adj_MN_Morrison_Feet,500000,100000,-94.2,45.85,46.26666667,45.77388889,Foot_US
103756,NAD_1983_HARN_Adj_MN_Mower_Feet,500000,100000,-93.95,43.56666667,43.8,43.5,Foot_US
103757,NAD_1983_HARN_Adj_MN_Murray_Feet,500000,100000,-95.76666667,43.91666667,44.16666667,43.84805556,Foot_US
